OrderID,OrderDate,CustomerID,ProductName,Category,Quantity,UnitPrice
10132,2024-01-26,CLI-0241,"Monitor UltraWide 34""",Monitores,1,542620
10133,2024-01-26,CLI-0236,Dock Station HP,Perifericos,1,176290
10134,2024-01-26,CLI-0117,"Monitor UltraWide 34""",Monitores,1,538870
10135,2024-01-26,CLI-0099,Headset Logitech G535,Audio,1,90330
10136,2024-01-29,CLI-0036,Teclado Mecánico Keychron K2,Perifericos,1,158240
10137,2024-01-29,CLI-0261,Headset Logitech G535,Audio,3,95790
10138,2024-01-29,CLI-0275,Soporte Laptop Ergotron,Perifericos,8,75360
10139,2024-01-29,CLI-0060,Teclado Apple Magic,Perifericos,1,104820
10140,2024-01-30,CLI-0136,MacBook Air M2,Laptops,1,1130830
10141,2024-01-30,CLI-0223,Dock Station HP,Perifericos,3,189320
10142,2024-01-30,CLI-0161,Parlante UE Boom 3,Audio,2,98660
10143,2024-01-30,CLI-0262,All-in-One HP 24,Desktops,1,765760
10144,2024-01-30,CLI-0296,"Monitor Curvo 32"" QHD",Monitores,1,440450
10145,2024-01-30,CLI-0224,Notebook HP 15s,Laptops,2,518660
10146,2024-01-30,CLI-0276,AutoCAD LT 2025,Software,3,583430
10147,2024-01-30,CLI-0101,Auriculares Sony XM5,Audio,2,215750
10148,2024-01-30,CLI-0170,Repetidor WiFi Mesh,Redes,1,82370
10149,2024-01-30,CLI-0064,Hub USB-C Anker,Perifericos,2,53200
10150,2024-01-31,CLI-0210,Mousepad XL RGB,Perifericos,2,30920
10151,2024-01-31,CLI-0152,Router Eero Pro 6,Redes,1,317300
10152,2024-01-31,CLI-0216,Adobe Creative Cloud,Software,8,75280
10153,2024-01-31,CLI-0090,Repetidor WiFi Mesh,Redes,2,81450
10154,2024-01-31,CLI-0208,Router Eero Pro 6,Redes,4,280560
10155,2024-01-31,CLI-0156,Webcam Logitech C925e,Perifericos,1,103600
10156,2024-01-31,CLI-0297,Router TP-Link Archer,Redes,3,84010
10157,2024-01-31,CLI-0239,Soundbar LG,Audio,2,160450
10158,2024-01-31,CLI-0110,NAS Synology DS220+,Almacenamiento,2,452140
10159,2024-01-31,CLI-0087,Adobe Creative Cloud,Software,1,85860
10160,2024-01-31,CLI-0264,Adobe Creative Cloud,Software,3,83840
10161,2024-01-31,CLI-0172,Chromebook Acer,Laptops,4,304490
10162,2024-02-01,CLI-0121,AutoCAD LT 2025,Software,1,611680
10163,2024-02-01,CLI-0102,Workstation HP Z2,Desktops,1,1221840
10164,2024-02-01,CLI-0126,SSD NVMe Kingston 500GB,Almacenamiento,2,61410
10165,2024-02-01,CLI-0038,SSD Samsung 970 EVO 1TB,Almacenamiento,2,114250
10166,2024-02-01,CLI-0295,"Monitor Curvo 32"" QHD",Monitores,3,456940
10167,2024-02-01,CLI-0197,Disco Externo Seagate 4TB,Almacenamiento,1,111820
10168,2024-02-01,CLI-0076,Antivirus ESET 3 PCs,Software,3,39970
10169,2024-02-01,CLI-0055,Parlante UE Boom 3,Audio,1,100850
10170,2024-02-01,CLI-0266,SSD Samsung 970 EVO 1TB,Almacenamiento,1,125680
10171,2024-02-01,CLI-0128,All-in-One HP 24,Desktops,2,842480
10172,2024-02-01,CLI-0238,Adobe Creative Cloud,Software,2,80290
10173,2024-02-01,CLI-0287,Router TP-Link Archer,Redes,1,91880
10174,2024-02-01,CLI-0227,Repetidor WiFi Mesh,Redes,4,85940
10175,2024-02-01,CLI-0259,Parlante UE Boom 3,Audio,4,94380
10176,2024-02-01,CLI-0281,Soundbar LG,Audio,6,141510
10177,2024-02-01,CLI-0244,Soundbar LG,Audio,1,140800
10178,2024-02-01,CLI-0127,Licencia Office 365 Anual,Software,1,92720
10179,2024-02-02,CLI-0267,Disco Externo Seagate 4TB,Almacenamiento,3,113570
10180,2024-02-02,CLI-0141,Soundbar LG,Audio,1,146730
10181,2024-02-02,CLI-0147,Mouse Logitech MX Master 3,Perifericos,1,96200
10182,2024-02-02,CLI-0164,SSD Externo Samsung T7,Almacenamiento,1,94240
10183,2024-02-02,CLI-0078,"Monitor UltraWide 34""",Monitores,1,532450
10184,2024-02-02,CLI-0079,"Monitor Portátil 15""",Monitores,1,196620
10185,2024-02-02,CLI-0209,Soporte Laptop Ergotron,Perifericos,2,68250
10186,2024-02-02,CLI-0213,Notebook Lenovo ThinkPad,Laptops,1,807440
10187,2024-02-02,CLI-0216,AirPods Pro 2,Audio,6,237080
10188,2024-02-05,CLI-0300,Windows 11 Pro,Software,1,118340
10189,2024-02-05,CLI-0295,AirPods Pro 2,Audio,2,260470
10190,2024-02-05,CLI-0181,Hub USB-C Anker,Perifericos,3,55730
10191,2024-02-05,CLI-0215,SSD Externo Samsung T7,Almacenamiento,3,96750
10192,2024-02-05,CLI-0280,Router TP-Link Archer,Redes,6,94500
10193,2024-02-05,CLI-0250,"Monitor UltraWide 34""",Monitores,1,550920
10194,2024-02-05,CLI-0249,Notebook Dell Inspiron,Laptops,1,610760
10195,2024-02-05,CLI-0208,"Monitor LG 27"" 4K",Monitores,5,379130
10196,2024-02-05,CLI-0066,Repetidor WiFi Mesh,Redes,2,83190
10197,2024-02-05,CLI-0202,Access Point Ubiquiti U6,Redes,2,269380
10198,2024-02-05,CLI-0014,Chromebook Acer,Laptops,3,283090
10199,2024-02-05,CLI-0070,SSD Samsung 970 EVO 1TB,Almacenamiento,1,127350
10200,2024-02-05,CLI-0134,AirPods Pro 2,Audio,1,256750
10201,2024-02-05,CLI-0233,Mousepad XL RGB,Perifericos,1,28320
10202,2024-02-05,CLI-0195,Teclado Mecánico Keychron K2,Perifericos,3,152870
10203,2024-02-05,CLI-0216,Teclado Apple Magic,Perifericos,4,103480
10204,2024-02-06,CLI-0241,Notebook Dell Inspiron,Laptops,3,618960
10205,2024-02-06,CLI-0027,Dock Station HP,Perifericos,1,189180
10206,2024-02-06,CLI-0036,Antivirus ESET 3 PCs,Software,1,38920
10207,2024-02-06,CLI-0016,Mouse Logitech MX Master 3,Perifericos,1,96490
10208,2024-02-06,CLI-0011,Repetidor WiFi Mesh,Redes,1,84010
10209,2024-02-06,CLI-0065,SSD NVMe Kingston 500GB,Almacenamiento,3,56530
10210,2024-02-06,CLI-0289,"Monitor Portátil 15""",Monitores,2,216970
10211,2024-02-06,CLI-0132,Auriculares Sony XM5,Audio,1,234500
10212,2024-02-06,CLI-0059,"Monitor LG 27"" 4K",Monitores,10,339580
10213,2024-02-06,CLI-0056,Access Point Ubiquiti U6,Redes,1,264780
10214,2024-02-06,CLI-0160,Switch Cisco 24p,Redes,3,235420
10215,2024-02-06,CLI-0193,Headset Logitech G535,Audio,8,97660
10216,2024-02-06,CLI-0102,Notebook ASUS VivoBook,Laptops,2,484860
10217,2024-02-07,CLI-0125,PC Escritorio Dell OptiPlex,Desktops,3,748180
10218,2024-02-07,CLI-0155,AutoCAD LT 2025,Software,2,557550
10219,2024-02-07,CLI-0062,Switch Cisco 24p,Redes,4,240820
10220,2024-02-07,CLI-0178,SSD Externo Samsung T7,Almacenamiento,2,85270
10221,2024-02-07,CLI-0190,Notebook ASUS VivoBook,Laptops,2,493260
10222,2024-02-07,CLI-0175,Notebook HP 15s,Laptops,5,506920
10223,2024-02-07,CLI-0251,PC Escritorio Dell OptiPlex,Desktops,2,749710
10224,2024-02-07,CLI-0186,Licencia Office 365 Anual,Software,6,92700
10225,2024-02-07,CLI-0236,Workstation HP Z2,Desktops,2,1209530
10226,2024-02-07,CLI-0268,Antivirus ESET 3 PCs,Software,1,37010
10227,2024-02-07,CLI-0276,SSD NVMe Kingston 500GB,Almacenamiento,2,55970
10228,2024-02-08,CLI-0138,Mousepad XL RGB,Perifericos,5,28880
10229,2024-02-08,CLI-0045,Teclado Mecánico Keychron K2,Perifericos,5,159170
10230,2024-02-08,CLI-0125,SSD Samsung 970 EVO 1TB,Almacenamiento,2,112050
10231,2024-02-08,CLI-0195,Soporte Laptop Ergotron,Perifericos,1,73730
10232,2024-02-08,CLI-0167,"Monitor Samsung 24"" FHD",Monitores,2,182530
10233,2024-02-08,CLI-0182,Teclado Apple Magic,Perifericos,1,104870
10234,2024-02-08,CLI-0142,Router Eero Pro 6,Redes,1,311050
10235,2024-02-08,CLI-0098,Chromebook Acer,Laptops,1,317790
10236,2024-02-08,CLI-0209,Disco Externo Seagate 4TB,Almacenamiento,2,102410
10237,2024-02-08,CLI-0124,Windows 11 Pro,Software,2,114840
10238,2024-02-08,CLI-0252,Soundbar LG,Audio,4,141690
10239,2024-02-09,CLI-0048,Webcam Logitech C925e,Perifericos,1,102580
10240,2024-02-09,CLI-0125,Hub USB-C Anker,Perifericos,3,58370
10241,2024-02-09,CLI-0189,SSD NVMe Kingston 500GB,Almacenamiento,2,56960
10242,2024-02-09,CLI-0177,Parlante UE Boom 3,Audio,15,104260
10243,2024-02-09,CLI-0282,Soporte Laptop Ergotron,Perifericos,1,66890
10244,2024-02-09,CLI-0233,Teclado Mecánico Keychron K2,Perifericos,1,145210
10245,2024-02-09,CLI-0119,All-in-One HP 24,Desktops,3,830990
10246,2024-02-09,CLI-0162,All-in-One HP 24,Desktops,3,865760
10247,2024-02-09,CLI-0095,"Monitor Curvo 32"" QHD",Monitores,1,460310
10248,2024-02-09,CLI-0248,Teclado Mecánico Keychron K2,Perifericos,3,140000
10249,2024-02-12,CLI-0269,Router TP-Link Archer,Redes,1,96000
10250,2024-02-12,CLI-0052,"Monitor Curvo 32"" QHD",Monitores,1,467400
10251,2024-02-12,CLI-0185,"Monitor Samsung 24"" FHD",Monitores,1,161910
10252,2024-02-12,CLI-0274,Mini PC ASUS PN50,Desktops,1,422700
10253,2024-02-12,CLI-0028,Router Eero Pro 6,Redes,1,286220
10254,2024-02-12,CLI-0065,Licencia Office 365 Anual,Software,5,97390
10255,2024-02-12,CLI-0252,PC Escritorio Dell OptiPlex,Desktops,5,698830
10256,2024-02-12,CLI-0294,Webcam Logitech C925e,Perifericos,2,105060
10257,2024-02-12,CLI-0226,Soporte Laptop Ergotron,Perifericos,1,71880
10258,2024-02-12,CLI-0027,Teclado Apple Magic,Perifericos,8,101650
10259,2024-02-12,CLI-0245,All-in-One HP 24,Desktops,4,758340
10260,2024-02-13,CLI-0206,Disco Externo Seagate 4TB,Almacenamiento,1,111920
10261,2024-02-13,CLI-0028,Workstation HP Z2,Desktops,1,1348250
10262,2024-02-13,CLI-0289,Hub USB-C Anker,Perifericos,1,56580
10263,2024-02-13,CLI-0128,All-in-One HP 24,Desktops,2,860670
10264,2024-02-13,CLI-0214,Router TP-Link Archer,Redes,2,85350
10265,2024-02-13,CLI-0116,Pendrive Kingston 256GB,Almacenamiento,1,25150
10266,2024-02-13,CLI-0227,Hub USB-C Anker,Perifericos,5,54420
10267,2024-02-13,CLI-0220,Hub USB-C Anker,Perifericos,2,55040
10268,2024-02-13,CLI-0031,Repetidor WiFi Mesh,Redes,10,75490
10269,2024-02-13,CLI-0051,"Monitor Portátil 15""",Monitores,3,189220
10270,2024-02-13,CLI-0136,Adobe Creative Cloud,Software,1,77540
10271,2024-02-13,CLI-0123,"Monitor Samsung 24"" FHD",Monitores,2,165500
10272,2024-02-13,CLI-0081,Notebook HP 15s,Laptops,2,526500
10273,2024-02-13,CLI-0241,Webcam Logitech C925e,Perifericos,1,102270
10274,2024-02-13,CLI-0148,Webcam Logitech C925e,Perifericos,3,102650
10275,2024-02-13,CLI-0233,Notebook ASUS VivoBook,Laptops,3,465680
10276,2024-02-13,CLI-0136,Licencia Office 365 Anual,Software,2,89120
10277,2024-02-14,CLI-0102,Parlante UE Boom 3,Audio,1,97550
10278,2024-02-14,CLI-0116,Antivirus ESET 3 PCs,Software,1,37210
10279,2024-02-14,CLI-0137,Workstation HP Z2,Desktops,1,1289430
10280,2024-02-14,CLI-0085,Hub USB-C Anker,Perifericos,2,55040
10281,2024-02-14,CLI-0292,Webcam Logitech C925e,Perifericos,2,96080
10282,2024-02-14,CLI-0240,Windows 11 Pro,Software,1,121990
10283,2024-02-14,CLI-0207,Teclado Mecánico Keychron K2,Perifericos,2,152330
10284,2024-02-15,CLI-0253,Soundbar LG,Audio,1,154420
10285,2024-02-15,CLI-0021,Parlante UE Boom 3,Audio,3,97530
10286,2024-02-15,CLI-0129,Notebook Dell Inspiron,Laptops,1,651750
10287,2024-02-15,CLI-0295,Access Point Ubiquiti U6,Redes,8,253220
10288,2024-02-15,CLI-0138,Switch Cisco 24p,Redes,1,248480
10289,2024-02-15,CLI-0090,SSD NVMe Kingston 500GB,Almacenamiento,2,61510
10290,2024-02-15,CLI-0227,Teclado Mecánico Keychron K2,Perifericos,1,147380
10291,2024-02-15,CLI-0300,Parlante UE Boom 3,Audio,3,100690
10292,2024-02-15,CLI-0252,Chromebook Acer,Laptops,2,312910
10293,2024-02-15,CLI-0210,Soporte Laptop Ergotron,Perifericos,1,74690
10294,2024-02-15,CLI-0054,"Monitor LG 27"" 4K",Monitores,1,375440
10295,2024-02-15,CLI-0254,Webcam Logitech C925e,Perifericos,3,100550
10296,2024-02-16,CLI-0206,Router Eero Pro 6,Redes,1,292540
10297,2024-02-16,CLI-0046,Mousepad XL RGB,Perifericos,1,31770
10298,2024-02-16,CLI-0060,Headset Logitech G535,Audio,5,90360
10299,2024-02-16,CLI-0001,Adobe Creative Cloud,Software,5,75450
10300,2024-02-16,CLI-0237,Micrófono Blue Yeti X,Audio,1,177870
10301,2024-02-16,CLI-0266,Auriculares Sony XM5,Audio,3,233190
10302,2024-02-16,CLI-0256,Licencia Office 365 Anual,Software,2,84010
10303,2024-02-16,CLI-0027,"Monitor Portátil 15""",Monitores,1,193930
10304,2024-02-16,CLI-0068,Webcam Logitech C925e,Perifericos,2,97820
10305,2024-02-16,CLI-0249,All-in-One HP 24,Desktops,1,761920
10306,2024-02-19,CLI-0123,"Monitor LG 27"" 4K",Monitores,1,324430
10307,2024-02-19,CLI-0008,Router Eero Pro 6,Redes,2,317270
10308,2024-02-19,CLI-0116,All-in-One HP 24,Desktops,2,849860
10309,2024-02-19,CLI-0061,Antivirus ESET 3 PCs,Software,4,39370
10310,2024-02-19,CLI-0256,Webcam Logitech C925e,Perifericos,2,94920
10311,2024-02-19,CLI-0140,Micrófono Blue Yeti X,Audio,4,194020
10312,2024-02-19,CLI-0242,Mouse Logitech MX Master 3,Perifericos,2,84940
10313,2024-02-19,CLI-0075,AirPods Pro 2,Audio,1,245810
10314,2024-02-20,CLI-0261,Mini PC ASUS PN50,Desktops,5,465820
10315,2024-02-20,CLI-0142,Micrófono Blue Yeti X,Audio,1,197220
10316,2024-02-20,CLI-0260,Teclado Mecánico Keychron K2,Perifericos,4,148030
10317,2024-02-20,CLI-0145,Hub USB-C Anker,Perifericos,4,56510
10318,2024-02-20,CLI-0297,Adobe Creative Cloud,Software,2,74100
10319,2024-02-20,CLI-0077,Soundbar LG,Audio,2,143720
10320,2024-02-20,CLI-0177,Soporte Laptop Ergotron,Perifericos,2,70620
10321,2024-02-20,CLI-0279,AirPods Pro 2,Audio,2,237720
10322,2024-02-20,CLI-0165,"Monitor Curvo 32"" QHD",Monitores,12,428070
10323,2024-02-20,CLI-0123,Switch Cisco 24p,Redes,1,264760
10324,2024-02-20,CLI-0211,MacBook Air M2,Laptops,1,1300370
10325,2024-02-20,CLI-0243,AirPods Pro 2,Audio,1,253490
10326,2024-02-20,CLI-0078,Disco Externo Seagate 4TB,Almacenamiento,10,116540
10327,2024-02-21,CLI-0065,NAS Synology DS220+,Almacenamiento,10,449980
10328,2024-02-21,CLI-0170,PC Escritorio Dell OptiPlex,Desktops,5,732230
10329,2024-02-21,CLI-0226,PC Escritorio Dell OptiPlex,Desktops,2,696040
10330,2024-02-21,CLI-0234,Notebook HP 15s,Laptops,3,530030
10331,2024-02-21,CLI-0210,Antivirus ESET 3 PCs,Software,10,37940
10332,2024-02-21,CLI-0039,SSD NVMe Kingston 500GB,Almacenamiento,4,57210
10333,2024-02-21,CLI-0136,Soporte Laptop Ergotron,Perifericos,3,74920
10334,2024-02-21,CLI-0204,Antivirus ESET 3 PCs,Software,1,37260
10335,2024-02-21,CLI-0169,AutoCAD LT 2025,Software,5,577220
10336,2024-02-22,CLI-0195,Mousepad XL RGB,Perifericos,3,30560
10337,2024-02-22,CLI-0250,SSD Externo Samsung T7,Almacenamiento,1,90340
10338,2024-02-22,CLI-0036,Mouse Logitech MX Master 3,Perifericos,3,84420
10339,2024-02-22,CLI-0148,"Monitor UltraWide 34""",Monitores,3,530070
10340,2024-02-22,CLI-0223,PC Escritorio Dell OptiPlex,Desktops,4,742160
10341,2024-02-22,CLI-0052,Soundbar LG,Audio,1,154060
10342,2024-02-22,CLI-0154,Notebook Dell Inspiron,Laptops,1,637960
10343,2024-02-22,CLI-0029,Webcam Logitech C925e,Perifericos,1,103230
10344,2024-02-23,CLI-0221,Workstation HP Z2,Desktops,1,1278610
10345,2024-02-23,CLI-0211,Switch Cisco 24p,Redes,3,252830
10346,2024-02-23,CLI-0093,"Monitor LG 27"" 4K",Monitores,1,342650
10347,2024-02-23,CLI-0196,Repetidor WiFi Mesh,Redes,3,84820
10348,2024-02-23,CLI-0255,Access Point Ubiquiti U6,Redes,1,250540
10349,2024-02-23,CLI-0237,Licencia Office 365 Anual,Software,1,94330
10350,2024-02-23,CLI-0131,Adobe Creative Cloud,Software,1,84920
10351,2024-02-23,CLI-0239,Webcam Logitech C925e,Perifericos,3,100570
10352,2024-02-23,CLI-0081,Notebook ASUS VivoBook,Laptops,2,503290
